sugar to flour ratio,sugar index,chill time,calories,density,pH,grams baking soda,bake time,quality,weight,crunch factor,raisins,nuts,chocolate,oats,butter melted or cubed
0.19,1.8,12.0,47.0,0.9964,8.19,0.93,9.5,5,15.6,1.42,1,1,0,0,1
0.4,1.2,36.0,121.0,0.992,8.12,0.38,10.7,8,16.4,1.93,0,0,1,0,0
0.24,2.1,49.0,121.0,0.98882,7.98,0.43,13.2,9,13.8,1.79,0,0,1,0,0
0.04,1.3,25.0,133.0,0.99271,8.17,0.39,10.2,6,13.6,1.26,0,1,1,1,0
0.27,1.7,31.0,103.0,0.98892,8.35,0.37,12.9,8,11.2,1.37,0,0,1,1,0
0.34,15.4,38.0,174.0,0.9983,8.03,0.42,9.0,8,14.6,1.4,0,0,1,0,0
0.33,4.8,45.0,114.0,0.992,8.18,0.44,11.2,8,13.0,1.11,0,0,1,1,0
0.4,1.9,32.0,138.0,0.9914,8.26,0.72,11.7,7,12.2,1.87,0,0,1,0,0
0.12,4.8,6.0,97.0,0.99424,8.16,0.5,9.3,7,12.4,1.07,1,0,0,0,0
0.09,2.8,18.0,49.0,0.9994,8.43,0.72,11.1,6,16.2,1.17,0,1,0,1,1
0.24,11.2,41.0,167.0,0.9948,8.12,0.43,11.3,9,15.4,1.35,0,1,1,0,0
0.28,2.4,49.0,159.0,0.9944,8.02,0.47,8.8,10,13.8,1.79,0,0,1,0,0
0.42,1.1,61.0,197.0,0.9932,8.02,0.4,9.0,7,12.0,1.7,0,1,1,0,0
0.32,1.7,39.0,84.0,0.9909600000000001,8.59,0.48,12.7,9,13.2,1.49,0,1,1,0,0
0.49,1.5,18.0,87.0,0.9928,8.3,0.46,9.6,7,12.2,1.26,0,0,1,0,0
0.27,4.4,17.0,135.0,0.9925,8.23,0.44,12.2,8,12.8,1.75,1,0,0,0,0
0.0,1.9,14.0,38.0,0.99675,8.37,0.58,9.0,6,14.4,1.03,0,1,1,1,1
0.01,1.6,26.0,60.0,0.9908399999999999,8.7,0.75,14.0,6,10.0,1.34,1,0,0,0,1
0.33,3.5,23.0,92.0,0.99136,8.18,0.38,11.2,8,13.0,1.27,1,0,0,0,0
0.19,3.2,28.0,124.0,0.9904,8.22,0.54,12.7,9,12.8,1.35,0,1,1,0,0
0.34,9.9,30.0,133.0,0.9954,8.11,0.44,9.8,7,13.0,1.55,0,0,1,0,0
0.28,1.5,12.0,119.0,0.9919,8.32,0.51,10.4,9,12.8,1.78,1,0,0,0,0
0.02,2.0,9.0,18.0,0.9968,8.36,0.57,9.5,7,15.6,1.83,1,1,0,0,1
0.31,2.0,15.0,29.0,0.99472,8.23,0.76,11.3,8,14.4,1.62,1,0,0,0,1
0.26,14.8,44.0,95.0,0.9967600000000001,8.2,0.35,9.8,8,13.4,1.12,0,0,1,1,0
0.26,7.4,45.0,128.0,0.9938799999999999,8.16,0.37,10.0,8,13.2,1.42,0,0,1,1,0
0.32,7.4,47.0,124.0,0.9927799999999999,7.99,0.39,11.0,8,15.6,1.99,0,0,1,1,0
0.32,5.2,18.0,104.0,0.9952,8.24,0.45,10.7,6,14.6,1.2,0,1,1,0,0
0.38,2.6,29.0,56.0,0.99577,8.15,0.79,12.1,7,21.4,1.59,1,1,0,0,1
0.53,2.6,5.0,16.0,0.9972,8.15,0.65,11.0,8,21.4,1.51,1,0,0,0,1
0.29,1.0,35.0,101.0,0.99044,8.36,0.48,11.4,9,11.6,1.17,0,0,1,0,0
0.32,4.8,39.0,113.0,0.99393,8.11,0.52,10.2,9,15.0,1.54,0,0,1,0,0
0.36,1.9,5.0,10.0,0.99419,8.27,0.54,11.2,7,15.8,1.26,1,0,0,0,1
0.26,7.7,20.0,103.0,0.9925,8.27,0.45,12.2,8,10.4,1.82,1,0,0,0,0
0.08,2.4,10.0,41.0,0.9974,8.24,0.71,9.8,6,15.6,1.1,0,1,0,1,1
0.37,1.6,27.0,177.0,0.9943799999999999,8.09,0.5,9.8,7,15.2,1.49,1,0,0,0,0
0.34,2.5,26.0,86.0,0.9987,8.38,0.62,9.5,6,18.0,1.18,0,1,1,0,1
0.24,1.6,26.0,189.0,0.991,8.08,0.74,12.1,9,15.6,1.51,0,0,1,0,0
0.29,5.5,44.0,189.0,0.9930399999999999,8.19,0.47,10.3,8,12.6,1.57,0,0,1,1,0
0.42,14.6,45.0,163.0,1.0003,8.21,0.69,8.6,9,16.0,1.42,0,0,1,0,0
0.27,9.8,74.0,134.0,0.99534,8.16,0.4,10.2,8,12.2,1.0,0,0,1,0,0
0.3,1.2,42.0,107.0,0.991,8.34,0.56,10.8,9,12.2,1.86,0,0,1,0,0
0.45,2.0,6.0,15.0,0.9988,7.94,0.66,9.2,6,22.6,1.04,1,0,0,0,1
0.14,1.3,69.0,168.0,0.9921200000000001,8.47,0.46,10.46666667,7,9.8,1.08,1,0,0,0,0
0.42,8.5,10.0,147.0,0.9974,8.32,0.46,9.5,8,13.8,1.33,0,1,1,0,0
0.28,2.7,18.0,95.0,0.9966,8.22,0.67,9.4,5,15.6,1.09,0,1,1,0,1
0.34,1.2,18.0,167.0,0.99366,8.24,0.39,10.6,7,16.4,1.84,1,1,0,0,0
0.26,2.0,31.0,131.0,0.9962200000000001,8.21,0.52,9.9,5,15.6,1.76,0,1,1,1,1
0.34,1.4,25.0,184.0,0.99216,8.29,0.46,10.7,7,13.0,1.16,0,0,1,0,0
0.22,5.1,38.0,168.0,0.9945,8.34,0.49,10.4,8,14.0,1.52,0,0,1,0,0
0.45,5.4,15.0,118.0,0.9954,8.14,0.34,9.6,7,16.4,1.43,0,1,1,1,0
0.31,3.0,23.0,81.0,1.0002,8.48,0.74,11.6,6,17.4,1.31,0,1,1,1,1
0.38,10.5,53.0,140.0,0.99321,8.34,0.46,11.7,8,10.6,1.38,1,0,0,0,0
0.35,1.7,7.0,15.0,0.9945799999999999,8.32,0.8,11.9,7,15.8,1.36,0,0,1,0,1
0.3,1.1,34.0,95.0,0.99272,7.83,0.36,10.0,6,17.0,1.89,0,0,1,1,0
0.39,17.3,22.0,126.0,0.9988799999999999,8.11,0.47,9.2,8,13.0,1.7,0,0,1,0,0
0.6,2.0,12.0,27.0,0.9981,8.11,0.97,10.1,6,23.0,1.38,1,0,0,0,1
0.32,10.7,14.0,111.0,0.9958,7.85,0.42,10.6,7,18.8,1.26,1,0,0,0,0
0.64,13.2,12.0,105.0,0.9972,8.05,0.39,9.2,7,14.2,1.72,1,0,0,0,0
0.28,7.5,45.0,185.0,0.9966,8.34,0.55,9.4,7,14.0,1.06,0,0,1,0,0
0.49,6.4,37.0,161.0,0.9954,8.38,0.53,9.7,8,12.8,1.74,0,0,1,0,0
0.24,1.2,31.0,95.0,0.99036,8.24,0.57,11.3,8,12.4,1.61,0,0,1,0,0
0.26,1.7,34.0,130.0,0.9925,8.43,0.5,10.7,10,14.0,1.47,0,0,1,0,0
0.34,4.2,21.0,77.0,0.9907,8.41,0.45,11.9,8,11.4,1.96,1,0,0,0,0
0.3,2.1,35.0,72.0,0.997,8.44,0.52,9.4,5,14.4,1.99,0,1,1,0,1
0.3,1.5,22.0,61.0,0.992,8.31,0.54,10.4,7,12.2,1.18,0,0,1,0,0
0.24,2.1,5.0,20.0,0.9966,8.12,0.59,9.9,5,18.6,1.45,0,1,0,1,1
0.25,3.3,26.0,124.0,0.9942799999999999,8.18,0.5,9.3,8,13.8,1.52,1,0,0,0,0
0.33,1.2,38.0,95.0,0.99239,7.83,0.31,10.3,7,17.2,1.49,0,0,1,0,0
0.5,8.3,51.0,202.0,0.9955,8.2,0.51,9.6,8,12.6,1.97,1,0,0,0,0
0.36,6.2,30.0,173.0,0.9984,8.09,0.53,9.7,7,15.8,1.76,1,1,0,0,0
0.28,6.1,41.0,103.0,0.9912200000000001,8.24,0.32,12.2,8,13.0,1.41,1,0,0,0,0
0.3,2.5,31.0,104.0,0.9911,8.05,0.56,11.3,9,14.6,1.46,0,0,1,0,0
0.17,5.6,37.0,127.0,0.9937299999999999,8.05,0.57,9.8,8,12.0,1.72,0,0,1,1,0
0.23,14.9,47.0,142.0,0.99705,8.14,0.35,9.7,8,12.6,1.35,0,0,1,0,0
0.34,1.4,13.0,102.0,0.9918,8.05,0.74,11.0,7,15.0,1.28,0,0,1,1,0
0.3,1.4,33.0,135.0,0.993,8.12,0.5,9.6,8,14.8,1.9,0,0,1,1,0
0.32,5.0,31.0,101.0,0.9918600000000001,7.99,0.39,11.0,8,15.6,1.83,0,0,1,0,0
0.23,4.2,13.0,95.0,0.98898,7.97,0.7,13.1,8,12.2,1.96,0,0,1,0,0
0.74,13.5,46.0,165.0,0.9982,8.02,0.4,8.7,7,14.6,1.52,1,0,0,0,0
0.18,2.4,15.0,60.0,0.9963799999999999,8.31,0.54,9.8,5,14.6,1.08,1,1,0,0,1
0.25,2.0,30.0,95.0,0.9907799999999999,8.27,0.56,11.1,8,12.0,1.74,0,0,1,0,0
0.24,7.2,28.0,137.0,0.9952,8.35,0.6,10.4,8,13.2,1.16,0,0,1,0,0
0.28,12.6,54.0,136.0,0.99556,8.19,0.37,10.7,8,13.6,1.13,0,0,1,0,0
0.23,14.8,28.0,174.0,0.99898,8.18,0.49,9.7,7,15.0,1.96,0,1,1,0,0
0.3,8.4,40.0,167.0,0.99756,8.48,0.62,9.7,7,14.4,1.56,1,0,0,0,0
0.47,16.9,51.0,188.0,0.99944,8.09,0.62,9.3,7,15.0,1.18,0,0,1,0,0
0.32,2.8,29.0,58.0,0.9974,8.31,0.64,10.3,5,15.6,1.03,0,1,1,0,1
0.24,7.2,41.0,151.0,0.9960399999999999,8.11,0.6,9.2,7,12.8,1.6,1,0,0,0,0
0.38,1.8,14.0,114.0,0.9925,8.32,0.9,11.7,8,14.2,1.9,0,0,1,1,0
0.49,8.3,54.0,191.0,0.9954,8.23,0.4,10.3,8,13.4,1.73,0,0,1,0,0
0.19,13.7,47.0,197.0,0.99865,8.12,0.53,9.0,7,14.4,1.35,0,0,1,0,0
0.26,4.3,18.0,97.0,0.99477,8.36,0.46,9.2,7,11.2,1.73,0,0,1,1,0
0.08,1.8,15.0,65.0,0.9959,8.28,0.54,9.2,5,13.4,1.01,1,1,0,0,1
0.33,17.85,41.5,195.0,1.0,8.06,0.44,9.1,9,14.6,1.84,0,0,1,0,0
0.29,2.8,37.0,107.0,0.99159,8.31,0.63,11.3,9,13.4,1.05,1,0,0,0,0
0.31,8.8,26.0,45.0,0.99824,8.38,0.64,10.1,6,13.6,1.01,0,1,1,0,1
0.34,1.1,25.0,80.0,0.992,8.25,0.4,11.3,8,14.4,1.34,0,0,1,0,0
0.33,1.2,47.0,121.0,0.99198,8.04,0.68,10.5,9,14.8,1.84,0,0,1,1,0
0.0,2.6,7.0,13.0,0.99639,8.38,0.56,10.8,5,15.4,1.31,0,1,1,1,1
0.38,8.0,56.0,187.0,0.99577,8.21,0.46,9.2,7,13.2,1.13,0,0,1,0,0
0.2,1.0,26.0,112.0,0.99336,8.32,0.55,9.1,7,13.2,1.94,1,0,0,0,0
0.06,2.1,8.0,33.0,0.99845,8.68,0.71,9.6,5,13.8,1.01,0,1,1,1,1
0.24,2.5,5.0,15.0,0.9991,8.32,0.6,9.0,6,17.4,1.81,0,1,0,1,1
0.49,2.7,15.0,33.0,0.9982,8.42,0.9,10.0,6,19.6,1.23,0,0,1,0,1
0.42,1.9,9.0,17.0,0.9937600000000001,8.21,0.54,12.3,6,16.4,1.14,0,0,1,0,1
0.32,12.5,18.0,156.0,0.99666,7.88,0.36,9.0,8,13.4,1.16,0,0,1,1,0
0.22,2.3,13.0,81.0,0.9968799999999999,8.24,0.54,9.5,6,16.0,1.07,0,1,0,1,1
0.27,4.0,37.0,97.0,0.99026,8.2,0.6,12.6,10,13.0,1.42,1,0,0,0,0
0.27,1.5,20.0,98.0,0.9916,8.46,0.42,11.0,9,12.8,1.54,0,0,1,1,0
0.02,2.6,11.0,35.0,0.9955700000000001,8.36,0.62,10.8,6,15.0,1.31,1,1,0,0,1
0.28,10.2,29.0,115.0,0.99469,8.11,0.45,10.9,9,13.4,1.87,0,0,1,1,0
0.27,15.5,31.0,134.0,0.99408,8.19,0.44,13.0,9,12.0,1.38,0,0,1,0,0
0.37,1.9,48.0,159.0,0.9949,8.37,0.7,10.9,8,16.2,1.04,0,0,1,0,0
0.28,11.25,31.0,87.0,0.9922,8.02,0.38,12.4,8,13.0,1.4,0,1,1,0,0
0.56,0.9,46.0,141.0,0.99119,8.16,0.62,9.7,7,10.6,1.15,0,0,1,0,0
0.48,1.7,31.0,98.0,0.9943,8.15,0.41,10.3,8,16.6,1.59,0,0,1,1,0
0.32,9.9,41.0,128.0,0.99636,8.18,0.52,9.6,8,13.0,1.92,0,0,1,0,0
0.46,6.2,41.0,187.0,0.9936200000000001,8.19,0.42,9.733333333,7,10.4,1.08,0,0,1,0,0
0.32,1.1,24.0,110.0,0.9898,8.36,0.4,12.5,8,12.2,1.18,0,0,1,0,0
0.3,2.3,40.0,150.0,0.98944,8.29,0.46,12.2,8,10.2,1.79,1,0,0,0,0
0.28,7.9,21.0,82.0,0.99425,8.26,0.36,10.0,8,12.8,1.76,0,0,1,1,0
0.2,1.8,49.0,159.0,0.9919,8.41,0.53,11.0,8,12.0,1.18,1,0,0,0,0
0.08,2.6,3.0,7.0,0.9928600000000001,8.22,0.37,13.0,5,16.0,1.08,0,1,1,1,1
0.49,1.3,27.0,104.0,0.9924,8.23,0.57,10.6,8,14.4,1.59,0,0,1,1,0
0.1,2.0,30.0,47.0,0.99554,8.36,0.48,9.4,6,13.0,1.9,0,1,1,0,1
0.33,2.0,31.0,101.0,0.9931,8.42,0.55,11.4,7,14.8,1.54,0,0,1,0,0
0.3,1.8,16.0,91.0,0.9906,8.28,0.4,11.8,8,12.6,1.92,0,0,1,0,0
0.49,1.4,52.0,148.0,0.9937,8.08,0.49,9.0,8,13.6,1.41,0,0,1,0,0
0.3,12.8,19.0,171.0,0.99808,8.0,0.52,9.0,9,13.6,1.51,0,0,1,1,0
0.31,2.1,28.0,208.0,0.99434,8.23,0.64,9.8,7,15.6,1.29,0,0,1,0,0
0.25,1.8,13.0,50.0,0.9957,8.38,0.55,9.2,5,10.4,1.49,1,0,0,0,1
0.33,12.2,25.0,97.0,0.99356,8.17,0.42,11.3,9,12.0,1.92,0,0,1,0,0
0.3,16.0,58.0,201.0,0.99954,8.3,0.67,9.0,7,14.2,1.4,0,0,1,0,0
0.02,1.6,24.0,104.0,0.9896,8.44,0.35,12.2,8,10.4,1.13,1,0,0,0,0
0.21,1.6,24.0,119.0,0.9939600000000001,8.18,0.52,10.1,8,16.2,1.51,0,0,1,1,0
0.49,1.5,34.0,134.0,0.9924,7.99,0.61,9.8,8,12.6,1.9,0,0,1,0,0
0.29,7.6,35.0,124.0,0.9916200000000001,8.15,0.65,12.8,9,14.0,1.41,1,0,0,0,0
0.32,1.2,26.0,117.0,0.993,8.21,0.56,10.8,7,15.4,1.85,0,0,1,0,0
0.41,14.2,47.0,129.0,0.9967799999999999,8.28,0.72,10.3,9,13.0,1.21,0,0,1,1,0
0.53,2.2,3.0,10.0,0.99572,8.02,0.83,10.9,7,22.2,1.98,1,0,0,0,1
0.17,13.9,49.0,162.0,0.9983,8.21,0.51,9.0,8,13.6,1.97,0,0,1,0,0
0.26,13.5,50.0,156.0,0.99784,8.39,0.46,9.9,8,13.4,1.69,0,0,1,0,0
0.36,1.4,21.0,153.0,0.993,8.2,0.53,10.4,8,15.6,1.6,0,0,1,0,0
0.51,2.6,26.0,159.0,0.99126,8.0,0.5,11.2,8,15.4,2.0,0,0,1,0,0
0.74,12.5,47.0,156.0,0.9981,8.04,0.44,8.7,7,14.4,1.76,0,0,1,0,0
0.19,2.1,15.0,105.0,0.9962,8.33,0.54,9.5,5,15.6,1.22,1,1,0,0,1
0.03,1.2,29.0,120.0,0.9934,8.22,0.54,9.1,7,12.4,1.02,1,0,0,0,0
0.26,9.5,32.0,178.0,0.9955,8.04,0.43,10.9,8,15.6,1.93,0,1,1,0,0
0.36,7.4,36.0,156.0,0.99592,8.19,0.54,10.6,8,16.2,1.81,1,0,0,0,0
0.29,2.1,33.0,142.0,0.98956,8.22,0.46,12.9,9,12.6,1.01,1,0,0,0,0
0.29,6.2,29.0,227.0,0.9952,8.29,0.53,10.1,8,12.6,1.58,1,0,0,0,0
0.28,8.6,37.0,221.0,0.9954,8.25,0.54,10.4,8,14.0,1.57,0,0,1,0,0
0.42,2.0,8.0,19.0,0.99546,8.35,0.6,11.4,6,15.8,1.46,1,0,0,0,1
0.0,1.6,3.0,11.0,0.9944,8.48,0.85,11.7,6,11.8,1.76,0,1,1,0,1
0.3,1.3,26.0,84.0,0.9922200000000001,8.28,0.53,10.7,8,14.6,1.01,0,0,1,0,0
0.17,2.6,20.0,38.0,0.9978,8.4,0.53,9.5,5,15.8,1.79,0,1,0,1,1
0.23,5.7,27.0,104.0,0.9954,8.04,0.54,9.4,8,14.0,1.64,0,0,1,1,0
0.28,1.4,48.0,148.0,0.9916799999999999,8.5,0.49,10.4,7,10.2,1.03,0,0,1,0,0
0.27,1.7,25.0,122.0,0.9908799999999999,7.97,0.51,11.9,8,15.8,1.54,0,0,1,0,0
0.0,1.8,3.0,12.0,0.9964,8.54,0.48,10.9,5,16.2,1.96,0,0,0,0,1
0.38,8.3,47.0,162.0,0.9954,8.34,0.52,10.5,9,13.8,1.98,0,0,1,0,0
0.63,2.2,7.0,23.0,0.99974,8.21,0.69,10.9,6,23.4,1.05,0,1,1,0,1
0.33,12.8,44.0,169.0,0.998,8.42,0.42,9.8,8,13.8,1.27,0,0,1,0,0
0.23,6.5,18.0,102.0,0.9930399999999999,8.1,0.55,11.2,6,14.6,1.89,1,0,0,0,0
0.4,8.1,68.0,170.0,0.9949399999999999,8.15,0.5,9.533333333,8,13.2,1.49,1,0,0,0,0
0.3,12.9,31.0,177.0,0.99479,8.12,0.39,11.2,8,13.2,1.83,0,0,1,0,0
0.25,5.8,52.0,155.0,0.995,8.28,0.38,9.4,8,12.6,1.48,0,0,1,0,0
0.63,1.6,16.0,29.0,0.9958799999999999,8.3,0.78,10.8,6,16.0,1.51,1,0,0,0,1
0.3,12.8,19.0,171.0,0.99808,8.0,0.52,9.0,9,13.6,1.24,0,0,1,1,0
0.57,1.0,50.0,92.0,0.9900399999999999,8.17,0.36,11.5,8,12.4,1.52,0,0,1,0,0
0.38,2.5,24.0,60.0,0.9979,8.31,0.7,10.8,6,16.6,1.78,0,1,1,0,1
0.07,2.6,16.0,86.0,0.9974799999999999,8.51,0.54,9.7,5,14.4,1.87,0,1,1,1,1
0.27,4.7,17.0,80.0,0.9905799999999999,8.12,0.36,12.5,9,13.8,1.67,0,1,1,0,0
0.0,2.1,17.0,78.0,0.99346,8.68,0.73,11.4,5,11.2,1.56,1,0,0,1,1
0.61,16.2,14.0,103.0,0.9987,8.06,0.36,9.2,8,14.4,1.6,0,0,1,0,0
0.05,2.0,12.0,32.0,0.99735,8.36,0.61,10.0,5,16.0,1.6,1,1,0,0,1
0.32,1.7,51.0,148.0,0.9916,8.21,0.44,11.5,9,15.0,1.42,0,0,1,1,0
0.43,2.6,18.0,82.0,0.99708,8.33,0.68,9.7,6,14.8,1.22,1,0,0,0,1
0.29,1.8,35.0,128.0,0.9918299999999999,8.37,0.48,11.2,8,13.2,1.59,0,0,1,0,0
0.03,1.8,7.0,12.0,0.99587,8.34,0.39,9.5,5,14.4,1.77,0,1,1,1,1
0.46,2.1,24.0,44.0,0.99534,8.4,0.85,11.0,7,14.4,1.61,1,0,0,0,1
0.32,2.8,18.0,80.0,0.9904299999999999,7.92,0.47,11.05,8,12.6,1.28,0,0,1,1,0
0.3,2.1,35.0,72.0,0.997,8.44,0.52,9.4,5,14.4,1.13,0,1,1,0,1
0.23,9.5,54.0,166.0,0.9956799999999999,8.23,0.42,10.0,7,13.8,1.19,1,0,0,0,0
0.6,3.0,10.0,22.0,0.99828,8.39,0.68,10.6,5,16.4,1.12,0,0,1,0,1
0.32,1.6,10.0,124.0,0.9948,8.3,0.67,9.6,7,13.6,1.12,1,0,0,0,0
0.32,4.8,40.0,186.0,0.99235,8.22,0.54,11.0,8,12.0,1.86,1,0,0,0,0
0.25,1.4,41.0,107.0,0.99382,8.53,0.66,10.5,9,14.6,1.31,0,0,1,1,0
0.37,1.2,19.0,74.0,0.9885299999999999,8.09,0.49,12.7,9,11.6,1.54,0,0,1,1,0
0.36,18.1,32.0,133.0,1.0,8.27,0.48,8.8,7,13.6,1.28,0,0,1,0,0
0.53,12.7,60.5,156.0,0.9984,8.06,0.45,9.1,8,14.6,1.54,0,0,1,0,0
0.34,3.2,42.0,162.0,0.9903,8.01,0.33,12.4,8,15.2,1.87,1,0,0,0,0
0.45,9.1,20.0,125.0,0.996,8.12,0.36,10.1,8,15.0,1.86,0,1,1,0,0
0.25,1.4,35.0,105.0,0.9912,8.3,0.44,11.1,9,12.4,1.78,0,0,1,0,0
0.33,2.9,21.0,73.0,0.9889600000000001,8.17,0.32,10.494757774346976,10,11.2,1.57,0,0,1,1,0
0.49,2.0,20.0,124.0,0.9948,8.32,0.49,10.7,8,15.4,1.02,0,0,1,1,0
0.31,2.7,25.0,153.0,0.99067,8.44,0.73,12.2,9,11.6,1.29,1,0,0,0,0
0.34,1.6,43.0,148.0,0.9912,8.32,0.59,11.5,10,13.0,1.13,0,0,1,1,0
0.39,13.7,26.0,172.0,0.99755,7.9,0.46,9.0,8,14.2,1.63,0,0,1,0,0
0.0,1.9,9.0,22.0,0.9960600000000001,8.34,0.6,9.7,5,14.0,1.68,0,1,1,1,1
0.33,3.0,35.0,132.0,0.9928,8.25,0.4,11.0,8,14.4,1.88,0,0,1,0,0
0.25,1.8,51.0,189.0,0.99174,8.0,0.55,11.4,8,14.0,1.68,0,1,1,0,0
0.27,4.9,18.0,122.0,0.9916,8.36,0.71,12.5,8,12.8,1.92,1,0,0,0,0
0.27,8.6,45.0,104.0,0.99454,8.2,0.37,9.9,8,13.6,1.11,0,0,1,1,0
0.2,2.0,15.0,60.0,0.9955,8.36,0.44,10.9,5,15.4,1.57,1,0,0,1,1
0.52,13.2,61.0,148.0,0.99839,7.98,0.47,9.1,8,15.2,1.85,1,0,0,0,0
0.49,5.3,34.0,125.0,0.9914,8.24,0.4,12.2,8,14.0,2.0,0,0,1,1,0
0.22,2.3,9.0,42.0,0.9963,8.1,0.55,9.4,5,17.4,1.31,0,1,0,1,1
0.28,9.8,29.0,113.0,0.99406,8.11,0.45,10.9,9,13.6,1.14,0,0,1,1,0
0.34,2.7,30.0,107.0,0.992,7.97,0.53,11.0,8,14.8,1.61,0,0,1,1,0
0.37,1.1,37.0,97.0,0.9922,8.4,0.58,10.5,8,12.2,1.17,0,0,1,1,0
0.37,1.5,43.0,117.0,0.9928,8.46,0.51,9.7,8,12.0,1.82,0,0,1,1,0
0.46,3.2,39.0,133.0,0.996,8.14,0.58,9.5,7,18.4,1.7,0,0,1,0,0
0.24,4.9,30.0,123.0,0.9951,8.03,0.46,8.6,8,13.6,1.52,0,0,1,0,0
0.33,2.0,24.0,120.0,0.9968,8.25,0.54,9.4,5,15.6,1.47,1,1,0,0,1
0.01,1.7,5.0,27.0,0.9934,8.57,0.84,12.5,7,10.6,1.29,1,1,0,0,1
0.49,2.9,17.0,110.0,0.9982,8.29,0.6,9.8,5,17.6,1.24,0,1,1,0,1
0.36,6.6,34.0,116.0,0.9912299999999999,7.97,0.31,12.2,10,13.4,1.62,1,0,0,0,0
0.51,8.0,61.0,189.0,0.9960399999999999,8.22,0.49,9.2,7,13.2,1.93,0,0,1,0,0
0.24,9.6,56.0,178.0,0.9957799999999999,8.15,0.44,10.2,8,14.3,1.08,0,0,1,1,0
0.23,3.1,15.0,104.0,0.9948,8.14,0.42,8.7,7,12.2,1.09,0,0,1,0,0
0.21,1.6,12.0,32.0,0.9968899999999999,8.58,0.66,9.8,5,12.8,1.14,0,1,1,1,1
0.33,7.4,25.0,95.0,0.9926799999999999,8.25,0.49,11.1,8,11.2,1.54,1,0,0,0,0
0.26,2.4,23.0,143.0,0.9978,8.28,0.55,9.4,5,18.8,1.48,0,1,1,1,1
0.26,1.5,17.0,141.0,0.9917,8.24,0.36,10.7,7,11.8,1.87,1,0,0,0,0
0.41,2.2,7.0,17.0,0.9984,8.08,0.67,9.3,6,21.6,1.35,0,1,1,0,1
0.3,14.7,15.0,144.0,0.99666,8.12,0.53,10.3,8,12.0,1.18,0,0,1,0,0
0.39,1.9,18.0,79.0,0.9923,8.23,0.52,11.8,8,16.2,1.68,0,0,1,0,0
0.52,3.0,29.0,55.0,1.0001,8.26,0.88,11.0,5,23.0,1.82,0,1,1,0,1
0.51,2.0,11.0,207.0,0.993,8.02,0.55,11.4,7,16.6,1.53,0,1,1,0,0
0.38,1.3,37.0,104.0,0.98865,8.11,0.52,12.7,8,12.0,1.72,0,0,1,0,0
0.35,17.5,38.0,153.0,0.9994,8.24,0.42,9.0,8,13.6,1.98,0,0,1,0,0
0.14,2.0,25.0,48.0,0.9981,8.14,0.56,9.7,5,18.8,1.6,1,1,0,0,1
0.3,14.4,40.0,183.0,0.998,8.02,0.5,9.1,8,13.2,1.59,0,0,1,0,0
0.22,1.6,18.0,89.0,0.9893,8.51,0.38,12.5,9,10.2,1.4,1,0,0,0,0
0.36,5.0,34.0,101.0,0.992,8.13,0.57,12.3,9,16.0,1.94,0,1,1,0,0
0.33,2.4,36.0,175.0,0.992,8.2,0.55,11.0,8,15.6,1.3,0,0,1,0,0
0.27,18.15,41.0,146.0,1.0001,8.3,0.36,8.7,7,13.6,1.58,0,0,1,0,0
0.23,5.15,48.0,160.0,0.9952,8.82,0.51,10.5,9,10.6,1.68,0,0,1,0,0
0.53,8.8,36.0,221.0,0.9964200000000001,8.17,0.44,9.1,7,12.8,1.09,1,0,0,0,0
0.32,1.4,23.0,140.0,0.99134,8.06,0.47,11.4,8,14.8,1.96,0,0,1,1,0
0.42,1.0,19.0,71.0,0.99103,8.32,0.62,11.4,8,14.0,1.22,0,0,1,1,0
0.28,1.9,20.0,78.0,0.9918,8.43,0.64,10.8,8,11.8,1.71,0,0,1,1,0
0.01,2.5,17.0,38.0,0.9963,8.34,0.74,11.7,7,15.8,1.29,0,1,1,1,1
0.47,1.4,5.0,33.0,0.9939,7.89,0.28,9.6,5,20.6,1.7,0,0,1,1,0
0.48,10.0,78.0,240.0,0.99655,8.25,0.47,9.5,8,12.4,1.61,0,0,1,0,0
0.34,10.5,49.0,228.0,0.9974,8.04,0.41,10.4,8,18.4,1.63,0,0,1,0,0
0.44,1.4,21.0,98.0,0.9924,8.15,0.46,10.0,9,14.6,1.18,0,0,1,0,0
0.23,5.0,10.0,122.0,0.99261,7.94,0.63,10.0,8,12.0,1.57,0,0,1,0,0
0.26,18.35,33.0,139.0,1.0011,8.17,0.39,8.8,7,15.0,1.51,0,0,1,0,0
0.28,1.5,46.0,142.0,0.9928,8.23,0.42,10.1,8,12.6,1.2,0,0,1,0,0
0.35,1.2,7.0,106.0,0.9914,8.06,0.45,11.3,6,15.2,1.31,0,0,1,0,0
0.31,1.7,46.0,195.0,0.993,8.03,0.48,10.5,7,15.6,1.84,1,0,0,0,0
0.18,7.4,28.0,195.0,0.9977299999999999,8.53,0.71,9.2,6,12.4,1.73,1,0,0,0,0
0.11,2.8,11.0,44.0,0.9988799999999999,8.31,0.55,9.5,6,18.2,1.43,0,1,1,1,1
0.49,2.0,16.0,43.0,0.998,8.48,0.64,9.1,5,15.2,1.52,0,1,1,0,1
0.07,1.9,22.0,47.0,0.99525,8.51,0.43,10.7,6,15.6,1.91,1,0,0,1,1
0.28,1.4,40.0,76.0,0.98711,8.1,0.29,13.9,9,11.6,1.25,0,0,1,0,0
